stu,skill,crtRatio
3283,25,1.0
421,50,1.0
62,31,0.5
431,2,0.8
93,100,1.0
2486,81,0.3
681,122,1.0
255,17,0.4444444444444444
2562,106,0.0
2953,30,0.8
3225,109,0.0
3291,91,1.0
447,74,1.0
2252,32,0.8
1306,86,0.7368421052631579
397,100,1.0
728,42,0.5
137,85,0.6
3310,30,0.8571428571428571
3276,111,0.8
2016,122,1.0
282,113,0.45454545454545453
1567,43,0.3333333333333333
1118,9,1.0
295,10,1.0
3291,121,1.0
292,15,0.75
437,48,1.0
862,61,1.0
963,65,1.0
2061,117,0.42857142857142855
52,22,1.0
3259,111,0.8
1999,122,1.0
2000,63,0.75
2105,9,0.625
1114,47,0.23076923076923078
155,31,0.7647058823529411
647,122,1.0
62,47,0.4
161,92,1.0
420,48,1.0
1524,34,0.6
153,15,0.75
3075,122,0.6666666666666666
278,23,0.875
752,122,1.0
1383,69,0.4375
287,74,0.8333333333333334
3258,79,0.8
331,47,0.6666666666666666
1064,118,0.0
2649,74,0.0
49,74,1.0
233,50,0.6666666666666666
2054,51,0.8888888888888888
157,11,0.75
2335,34,1.0
3307,8,0.7
1189,9,1.0
3005,115,1.0
735,122,1.0
1156,24,0.5
164,2,1.0
40,69,0.0
40,110,1.0
255,37,0.75
152,24,1.0
2050,113,0.4166666666666667
1183,105,0.2857142857142857
593,97,0.0
807,84,0.75
463,34,0.9166666666666666
3278,79,0.7727272727272727
95,38,0.6666666666666666
3325,43,0.75
447,63,0.6
2012,43,0.8
1762,69,0.6923076923076923
929,114,0.0
173,26,1.0
2427,105,1.0
2050,70,0.6666666666666666
1378,106,0.0
262,58,1.0
2334,32,1.0
264,31,0.8666666666666667
589,74,1.0
240,117,0.0
78,38,0.6666666666666666
2078,100,0.8333333333333334
265,66,1.0
3296,71,0.0
1484,35,0.75
2465,3,0.6666666666666666
136,1,0.5
3293,38,0.45454545454545453
3274,20,0.7692307692307693
2085,34,1.0
153,64,0.8333333333333334
1474,8,0.0
147,62,1.0
261,26,1.0
248,66,1.0
885,63,0.7142857142857143
2037,70,0.9090909090909091
228,41,0.0
245,71,0.5
2061,84,1.0
2305,60,1.0
3328,23,1.0
443,86,0.6666666666666666
2012,105,0.8888888888888888
2035,79,0.7142857142857143
844,7,0.5555555555555556
835,26,1.0
1502,99,1.0
1626,15,0.8
235,32,1.0
252,62,1.0
2068,34,1.0
2397,100,1.0
471,100,1.0
589,6,1.0
261,56,1.0
718,84,1.0
3311,23,1.0
1133,0,0.0
1133,41,1.0
3328,53,1.0
2045,31,0.0
450,97,0.631578947368421
2012,30,0.6666666666666666
3295,97,0.7777777777777778
454,100,1.0
2058,51,0.9
227,26,1.0
3311,53,1.0
232,84,1.0
245,43,0.8
559,100,1.0
1595,23,1.0
1416,121,0.2
3060,122,0.875
3302,89,1.0
17,11,1.0
2056,122,1.0
438,47,0.75
2368,117,0.0
1554,79,0.6666666666666666
906,26,1.0
707,43,0.3333333333333333
2,31,0.8
555,19,0.0
3284,79,0.7857142857142857
282,85,0.6
421,91,0.6
3043,122,0.625
454,32,1.0
253,91,0.7307692307692307
2267,9,0.0
232,26,0.8333333333333334
1360,77,1.0
64,95,0.5
1998,17,0.6
1186,113,0.6666666666666666
1363,101,0.8333333333333334
59,26,0.7
559,32,1.0
105,11,1.0
1330,100,0.6875
677,66,1.0
3297,108,0.8571428571428571
255,86,0.6595744680851063
3021,34,0.6
443,5,0.6363636363636364
1994,61,0.875
100,117,1.0
2015,74,1.0
1906,34,1.0
1214,29,1.0
109,54,0.3333333333333333
446,85,0.8
2573,119,0.5
73,84,0.8461538461538461
3294,15,1.0
3261,30,0.875
3278,101,1.0
443,121,0.26666666666666666
1998,74,1.0
265,17,0.6
450,38,0.2
3260,9,1.0
269,87,0.6
460,50,0.3333333333333333
3270,65,1.0
2014,42,1.0
282,3,0.0
518,71,0.0
965,43,0.5
3277,15,1.0
1504,97,0.6666666666666666
661,84,0.8
3261,101,1.0
1118,112,0.8
68,34,1.0
165,61,0.9375
1277,23,0.6666666666666666
2601,122,0.8333333333333334
2321,9,0.75
2775,30,0.5
3298,63,0.5714285714285714
3152,61,1.0
3005,112,0.75
1997,42,1.0
2353,66,1.0
541,30,1.0
525,79,0.5555555555555556
2002,100,1.0
1326,9,1.0
43,115,0.75
3135,61,1.0
151,110,1.0
3264,11,1.0
2454,100,1.0
3324,95,0.9166666666666666
139,97,0.9375
143,64,0.9090909090909091
613,62,1.0
26,115,0.75
3013,9,0.5714285714285714
1460,63,0.5714285714285714
856,63,0.3125
79,9,1.0
3301,79,0.7647058823529411
3287,57,0.6666666666666666
1070,91,1.0
3247,11,1.0
3278,64,0.8888888888888888
285,1,0.5555555555555556
2082,23,0.75
191,57,0.8
2846,30,0.75
1357,122,0.8888888888888888
721,29,0.5
160,6,1.0
62,9,1.0
46,54,0.75
742,42,1.0
3306,110,0.6
3016,47,0.5714285714285714
3292,74,0.7142857142857143
203,120,0.14285714285714285
37,77,1.0
3323,96,0.0
587,57,0.25
1515,2,0.25
151,42,1.0
2081,112,1.0
1627,91,1.0
167,9,1.0
2000,11,1.0
135,87,0.75
236,91,0.625
851,112,1.0
45,9,1.0
2639,23,0.0
3302,26,0.75
260,112,1.0
2304,105,0.0
3274,44,0.6470588235294118
3046,122,0.6
3004,105,0.5714285714285714
1299,42,1.0
1250,90,0.0
248,6,1.0
3311,20,0.75
798,62,0.6666666666666666
150,9,1.0
1137,108,0.0
164,31,0.8
492,34,0.8461538461538461
2036,51,0.0
1513,100,0.3333333333333333
3318,11,1.0
2974,47,0.2857142857142857
3329,55,1.0
134,71,1.0
243,112,1.0
287,57,0.42105263157894735
2413,70,0.7777777777777778
491,100,0.5714285714285714
439,106,0.7
3312,43,0.7142857142857143
32,5,1.0
1482,118,0.8125
133,9,1.0
2286,84,1.0
2156,31,0.5
1627,23,1.0
3309,47,1.0
3329,85,1.0
3270,19,0.6666666666666666
181,122,0.7916666666666666
251,60,0.5555555555555556
134,101,1.0
2967,34,0.75
1595,9,0.4666666666666667
3323,99,1.0
919,86,0.5909090909090909
3317,113,1.0
1492,117,1.0
284,34,0.8571428571428571
150,69,1.0
3281,92,0.4444444444444444
255,15,1.0
449,105,0.625
979,19,0.7142857142857143
3301,41,1.0
1276,86,0.8
248,118,0.5714285714285714
340,106,1.0
448,84,1.0
134,3,1.0
852,18,0.2
3317,9,1.0
3326,19,0.8333333333333334
1476,105,1.0
104,26,0.75
310,1,0.0
3297,97,0.19444444444444445
2941,70,0.0
557,113,0.0
70,32,0.9523809523809523
347,97,0.2777777777777778
272,47,0.9230769230769231
3319,88,0.8
3021,105,0.6666666666666666
1832,25,1.0
2139,97,0.0
3297,47,0.8333333333333334
3309,9,1.0
1043,86,1.0
228,60,0.3333333333333333
2207,100,0.6666666666666666
149,106,0.782608695652174
172,117,0.75
3287,43,0.5454545454545454
452,86,1.0
209,56,0.75
275,34,0.42857142857142855
527,79,0.5
2034,79,0.8333333333333334
3305,97,1.0
3292,9,1.0
75,84,0.875
2147,58,0.0
447,0,0.3333333333333333
838,117,0.7
3285,89,1.0
1547,64,0.75
1323,23,0.45454545454545453
1678,58,0.0
667,84,1.0
23,61,0.7333333333333333
440,26,0.8333333333333334
293,61,0.8125
352,56,0.45
1009,86,1.0
3259,95,1.0
875,97,0.0
2045,9,1.0
3300,47,0.9230769230769231
1490,90,0.47058823529411764
2012,24,0.0
3327,43,0.45
2925,74,0.4
316,19,1.0
3315,85,0.6666666666666666
434,53,1.0
758,62,1.0
1130,71,0.3333333333333333
3237,32,0.46153846153846156
2219,91,0.375
3299,79,0.6818181818181818
3291,6,1.0
648,122,0.7857142857142857
1573,30,0.8
3300,77,0.9230769230769231
1275,47,0.6666666666666666
447,60,0.3333333333333333
2991,74,0.6
172,35,0.4
2991,30,0.5
251,119,0.6785714285714286
1783,105,1.0
644,0,1.0
3138,47,0.5454545454545454
1945,34,0.7692307692307693
3012,2,0.5
2474,48,1.0
227,106,0.5789473684210527
3274,6,1.0
235,84,0.6666666666666666
293,34,1.0
955,61,0.625
1355,86,0.47058823529411764
506,86,1.0
3263,97,1.0
2130,31,1.0
272,50,0.0
861,48,1.0
2781,15,0.0
3305,89,0.6666666666666666
1648,30,0.0
179,99,1.0
1269,26,0.46153846153846156
2457,48,1.0
656,47,0.8333333333333334
178,37,1.0
1769,113,1.0
1067,11,0.75
1525,9,1.0
1627,88,0.5
413,43,1.0
1417,44,0.0
2008,61,1.0
2638,79,0.0
1522,31,1.0
161,37,1.0
1752,113,1.0
195,97,1.0
1061,26,0.2222222222222222
140,31,0.9090909090909091
715,0,1.0
2189,117,0.5
247,17,0.6666666666666666
2423,48,1.0
74,84,0.8
100,95,0.2
136,118,0.875
1064,63,0.0
1306,30,1.0
3318,8,0.875
3236,100,1.0
158,47,0.7777777777777778
33,64,0.0
275,31,1.0
292,61,1.0
1474,87,0.42857142857142855
2405,74,0.36363636363636365
149,95,1.0
250,58,0.5
429,34,0.8571428571428571
3277,105,0.6666666666666666
230,17,0.6666666666666666
3326,74,0.75
810,43,0.46153846153846156
482,9,0.47368421052631576
2408,57,0.0
24,100,0.0
832,2,1.0
1522,91,1.0
287,39,1.0
3287,91,0.7058823529411765
2335,9,1.0
2653,32,1.0
3322,21,1.0
3019,112,1.0
824,100,1.0
3094,105,0.0
31,91,1.0
132,95,1.0
469,23,0.8125
164,122,0.8571428571428571
476,100,0.75
1466,79,0.7
109,97,0.7142857142857143
249,26,0.875
821,122,1.0
184,120,0.47058823529411764
2503,105,0.75
3124,112,1.0
107,86,0.6
39,23,1.0
3179,11,0.6666666666666666
1273,105,0.0
3329,25,1.0
106,86,0.36363636363636365
14,91,1.0
2947,9,0.6
3300,110,0.75
570,57,0.0
1253,97,0.0
40,115,1.0
3289,31,0.8461538461538461
912,100,1.0
39,69,0.8333333333333334
39,53,1.0
237,84,0.5
1601,86,0.75
847,47,0.8
1621,47,0.8333333333333334
2046,8,0.0
3324,26,1.0
800,41,0.0
228,120,0.0
3279,47,0.9090909090909091
1783,113,0.14285714285714285
3312,13,0.5
1382,77,0.0
573,8,1.0
267,17,0.3
1584,86,0.5
1066,86,0.3723404255319149
244,31,0.9333333333333333
260,30,0.8571428571428571
141,74,0.8
148,47,0.5714285714285714
64,38,0.7
1474,117,0.625
3292,6,0.5
2785,66,0.2
269,30,0.8571428571428571
236,69,1.0
2503,108,1.0
3283,85,0.6
58,51,0.8571428571428571
334,78,0.0
3287,111,0.75
266,111,0.5714285714285714
2837,74,1.0
3275,6,0.75
3295,84,1.0
3320,8,0.8333333333333334
2486,108,1.0
3266,85,0.6
2960,32,1.0
3299,26,1.0
2070,105,0.8333333333333334
1596,31,1.0
3297,69,0.5454545454545454
904,26,1.0
94,115,1.0
450,5,1.0
2344,83,0.875
269,47,0.8181818181818182
3174,31,0.5
1587,66,1.0
3286,79,0.75
1219,29,0.75
3307,92,1.0
3001,91,0.42857142857142855
98,70,0.875
3308,37,0.5555555555555556
3198,52,1.0
1481,34,1.0
2250,32,0.16666666666666666
2519,122,0.2
522,97,0.6666666666666666
446,99,1.0
161,79,0.9090909090909091
979,49,0.0
1445,71,0.0
77,0,0.0
2048,78,0.8571428571428571
2485,105,1.0
1466,84,1.0
2133,23,1.0
791,6,0.3
1562,43,0.625
328,95,1.0
2372,88,0.0
2716,122,1.0
2212,2,0.6
94,47,1.0
2570,27,0.0
307,99,1.0
2054,106,0.8
546,30,0.0
2350,30,0.75
2468,105,1.0
780,95,1.0
1218,27,0.0
2220,117,0.1724137931034483
3321,71,0.6666666666666666
978,34,1.0
250,113,0.6666666666666666
3281,24,1.0
2058,114,0.7692307692307693
55,106,0.0
1554,43,0.5
43,0,0.0
3306,120,0.6428571428571429
35,98,0.0
2140,57,1.0
963,43,0.5
2355,118,0.0
241,56,0.7692307692307693
1997,91,1.0
446,60,0.8
245,11,0.6666666666666666
2059,17,0.14285714285714285
43,30,0.875
533,43,1.0
2783,11,0.0
2011,9,1.0
593,113,0.2
439,97,0.7272727272727273
67,50,1.0
2694,8,0.0
2592,0,0.3333333333333333
56,7,1.0
2061,114,0.6
181,15,1.0
1415,97,0.75
3265,42,1.0
228,11,0.6666666666666666
965,18,0.0
3269,112,1.0
420,107,0.8333333333333334
257,77,0.9090909090909091
329,1,0.45
2057,112,0.7692307692307693
2998,9,0.5
1994,9,1.0
165,77,1.0
1540,122,1.0
1070,6,1.0
2462,81,1.0
3264,100,0.8333333333333334
2069,79,0.6666666666666666
164,15,1.0
267,3,0.5454545454545454
1419,69,0.0
145,105,0.8823529411764706
151,43,0.7777777777777778
30,2,0.0
262,0,0.0
260,79,0.7857142857142857
30,60,0.5555555555555556
706,122,0.75
135,2,0.75
365,84,0.0
160,85,1.0
1045,117,0.0
1087,112,0.8333333333333334
256,85,1.0
140,35,0.5454545454545454
269,8,0.5555555555555556
1134,15,0.0
512,50,0.5555555555555556
3123,47,0.7857142857142857
3280,47,0.7142857142857143
1474,68,0.6666666666666666
248,119,0.6774193548387096
1526,32,1.0
1385,69,0.0
269,21,1.0
927,112,0.8125
145,77,0.8461538461538461
171,24,1.0
253,66,0.75
1510,118,1.0
1408,69,0.3333333333333333
2297,100,0.0
965,21,1.0
3275,61,0.6666666666666666
98,95,0.6666666666666666
447,47,0.8421052631578947
2230,69,0.7407407407407407
2424,41,1.0
241,69,0.5454545454545454
3277,1,0.42857142857142855
34,98,1.0
264,63,0.8333333333333334
2652,79,1.0
236,66,0.5
138,110,1.0
2375,34,0.6
50,42,1.0
147,121,0.8333333333333334
3301,8,0.7857142857142857
2056,34,0.75
3273,43,0.6
1623,26,1.0
3299,23,0.75
236,9,1.0
3310,108,1.0
2322,44,0.1
2064,100,0.75
157,79,0.8571428571428571
256,63,0.8333333333333334
3302,31,0.75
753,122,0.6666666666666666
141,20,1.0
45,91,0.3333333333333333
824,31,0.8
3327,114,1.0
173,31,0.6666666666666666
3307,89,0.25
2354,122,0.6
3274,88,0.6666666666666666
138,42,1.0
3310,97,0.9375
323,110,0.4444444444444444
29,2,1.0
1452,29,0.75
2424,3,1.0
1262,26,0.8333333333333334
2292,97,0.5714285714285714
1473,1,0.0
2157,11,1.0
21,100,1.0
247,112,1.0
554,50,0.5
2578,106,0.7142857142857143
2916,107,0.0
85,50,0.75
2386,31,1.0
456,95,1.0
557,99,1.0
2618,122,0.75
3270,81,0.5
3314,110,1.0
1700,105,0.75
88,86,0.7777777777777778
2929,43,0.375
3273,89,0.25
4,100,1.0
469,31,1.0
194,120,0.75
230,112,1.0
2135,100,0.0
43,85,0.6666666666666666
1003,97,0.0
97,81,0.7777777777777778
327,6,0.75
330,13,0.5
2500,118,0.0
3297,110,1.0
449,23,1.0
3299,25,0.8
1683,105,0.75
1523,62,0.2
452,31,1.0
436,117,1.0
52,54,0.4166666666666667
1331,77,0.5
622,86,0.6
100,2,1.0
1133,95,0.4
88,117,0.0
2365,84,0.0
3276,40,1.0
1010,117,1.0
95,95,0.5555555555555556
298,34,0.75
92,100,1.0
334,26,1.0
103,10,1.0
1071,2,0.6666666666666666
2395,121,0.3
369,62,0.7
435,31,1.0
419,117,1.0
3273,62,1.0
3273,105,0.4
371,95,0.6666666666666666
2689,122,0.0
83,2,1.0
100,32,1.0
2081,69,0.9090909090909091
2478,3,1.0
3304,106,0.6470588235294118
3259,40,1.0
75,100,1.0
557,61,1.0
1774,113,0.0
2353,8,0.75
560,68,1.0
3268,34,1.0
1045,9,0.8888888888888888
2162,32,0.47058823529411764
2345,106,0.0
234,26,0.8333333333333334
176,117,0.5
3126,9,0.0
2009,32,1.0
83,32,1.0
67,77,0.0
41,25,0.4444444444444444
142,64,0.9090909090909091
1012,86,0.8571428571428571
1547,69,0.0
2475,55,1.0
3328,20,0.6666666666666666
159,117,0.5
3297,77,0.7307692307692307
66,32,1.0
3321,35,0.7142857142857143
2301,11,0.42857142857142855
3259,100,1.0
3319,56,0.6666666666666666
1544,47,0.4
2458,55,1.0
154,95,0.0
2814,79,1.0
1982,34,0.7857142857142857
268,60,0.75
628,61,1.0
3294,31,0.7692307692307693
2013,34,1.0
293,9,1.0
1069,0,0.0
230,47,0.7
3327,21,0.75
1166,69,0.4375
3274,35,0.6428571428571429
1320,95,1.0
151,118,0.5
3304,85,0.45454545454545453
2911,43,1.0
3020,84,1.0
3121,47,0.375
45,85,0.0
1157,47,0.6666666666666666
725,118,0.75
2347,71,0.3333333333333333
255,106,0.6176470588235294
1996,34,1.0
162,57,0.625
1740,86,1.0
1303,95,1.0
42,107,0.0
150,85,0.5
2290,66,0.75
175,34,1.0
2570,35,1.0
28,85,0.0
134,118,0.7222222222222222
1273,34,0.6
2574,122,0.8571428571428571
1064,8,0.125
2069,43,0.7142857142857143
163,62,1.0
3329,106,0.7586206896551724
32,81,0.0
2877,43,1.0
2084,34,1.0
158,34,1.0
3297,61,0.6
2865,30,0.75
573,84,0.25
822,112,0.75
3301,87,0.75
146,62,1.0
43,8,1.0
258,110,1.0
3278,30,0.8571428571428571
3306,11,0.75
48,66,1.0
162,30,1.0
263,34,1.0
166,100,1.0
356,120,0.5
1512,9,1.0
2067,34,1.0
1480,87,0.0
1623,34,0.5454545454545454
266,42,1.0
3313,2,1.0
2011,84,0.8181818181818182
1278,95,1.0
1997,84,0.8888888888888888
2050,17,0.75
49,69,0.6111111111111112
31,66,1.0
145,30,1.0
246,34,1.0
149,100,1.0
2075,100,1.0
1492,2,1.0
1379,113,0.0
104,9,0.0
249,42,1.0
3296,2,1.0
136,66,1.0
2083,32,1.0
272,63,0.8
597,30,1.0
2746,35,1.0
27,26,1.0
3300,85,0.75
145,60,1.0
3048,122,0.6
1067,19,1.0
257,108,1.0
1475,2,1.0
1492,32,1.0
250,6,1.0
2038,18,0.6666666666666666
2063,24,1.0
3313,62,1.0
108,22,1.0
3297,107,0.6875
750,89,0.6666666666666666
1484,118,0.7777777777777778
10,26,1.0
3276,31,0.6956521739130435
131,84,0.8333333333333334
3271,113,0.25
3323,43,0.8
3103,47,1.0
1274,115,1.0
573,117,1.0
2405,56,1.0
1034,81,1.0
560,35,0.5
614,32,0.8846153846153846
1256,23,1.0
564,18,1.0
2263,31,0.0
2961,51,0.7777777777777778
3300,58,1.0
3303,65,1.0
3292,81,0.37037037037037035
443,93,0.625
139,34,0.7333333333333333
450,51,0.8095238095238095
3301,32,0.8333333333333334
3283,57,1.0
1595,47,1.0
1300,42,0.6666666666666666
2054,120,1.0
2004,105,0.6875
2008,91,0.6
2932,50,0.625
1486,7,1.0
321,19,0.0
1997,63,0.7142857142857143
98,15,0.5
3266,60,0.6
555,84,1.0
3299,1,1.0
2712,95,1.0
3283,87,1.0
338,66,1.0
3286,95,1.0
2137,62,1.0
1853,86,0.2
153,105,0.7
2024,86,1.0
3327,77,0.8888888888888888
3199,9,0.4896551724137931
2561,106,0.0
288,81,0.0
446,74,1.0
3270,29,1.0
968,114,0.375
2473,79,1.0
3300,19,0.8
64,15,0.75
2121,9,0.375
437,110,1.0
16,34,0.6666666666666666
2511,122,0.7
1466,59,1.0
3262,6,0.5
3280,62,0.13333333333333333
2243,69,0.4
288,111,0.75
3265,55,1.0
1642,57,0.0
420,97,0.5555555555555556
563,112,0.2727272727272727
1118,117,0.8333333333333334
1214,53,1.0
2149,100,1.0
2087,23,0.6
241,61,0.6
1522,107,0.0
291,32,1.0
2124,34,1.0
1165,97,0.6666666666666666
560,120,0.5714285714285714
166,37,0.75
656,50,1.0
153,77,0.875
425,34,1.0
3266,19,1.0
2456,108,1.0
2770,20,0.5
1513,9,0.5
2063,106,0.6666666666666666
2132,100,1.0
3309,74,0.6666666666666666
849,78,0.625
2006,30,1.0
258,77,0.75
2233,47,0.3333333333333333
2415,88,0.0
663,71,0.3333333333333333
2032,70,0.7083333333333334
2043,70,0.8888888888888888
3009,9,1.0
3276,122,0.8571428571428571
52,103,0.0
257,15,0.5
15,32,0.6666666666666666
254,31,0.6956521739130435
2115,100,1.0
1135,63,0.6666666666666666
639,86,0.18181818181818182
2095,75,0.0
1871,77,0.2857142857142857
2636,122,0.6
2476,48,1.0
84,71,0.8333333333333334
279,120,1.0
387,57,0.75
1625,32,0.6
420,113,0.4583333333333333
2309,91,0.0
241,107,0.6875
1378,34,0.0
3207,100,0.0
1994,118,1.0
3013,11,1.0
294,2,1.0
138,118,0.4642857142857143
1835,63,0.75
261,58,1.0
715,122,0.9
1086,117,0.15789473684210525
3215,32,0.0
139,58,1.0
119,33,0.0
264,66,1.0
2081,43,0.3333333333333333
3004,47,1.0
330,8,0.6666666666666666
241,9,0.5
2108,34,0.13333333333333333
2058,97,0.5
2191,91,0.631578947368421
72,86,0.9230769230769231
2057,79,0.6
244,17,0.75
261,88,1.0
924,50,0.625
3302,86,0.9523809523809523
139,88,1.0
2425,48,1.0
155,55,1.0
165,6,0.5714285714285714
332,31,0.6
612,84,1.0
2186,2,1.0
1590,86,0.07142857142857142
2040,79,0.6
374,100,1.0
227,17,0.5
2439,100,1.0
265,60,1.0
1133,62,0.0
748,8,0.3
447,43,0.375
1599,84,0.0
3308,107,1.0
2055,114,0.8461538461538461
2069,114,1.0
2153,47,0.75
2170,77,0.0
2267,11,0.75
31,65,0.8
260,106,0.5757575757575758
939,2,1.0
68,77,0.6
2145,11,0.75
144,88,0.8333333333333334
1487,66,0.0
2590,35,0.6666666666666666
3310,53,1.0
254,87,0.6923076923076923
446,11,0.75
1295,26,0.8
747,34,0.6842105263157895
1587,8,0.5
340,100,1.0
345,105,0.17391304347826086
2153,77,0.0
21,15,1.0
470,32,1.0
479,56,0.3
2007,100,0.6666666666666666
1042,86,0.8
1470,66,0.0
1170,120,0.3333333333333333
2274,32,1.0
1626,26,0.8571428571428571
2126,26,0.7142857142857143
3266,3,0.6666666666666666
150,77,0.7894736842105263
3031,122,0.6
2136,77,0.0
562,72,1.0
3323,19,1.0
922,32,1.0
449,1,0.30434782608695654
283,117,0.8181818181818182
3321,120,0.8571428571428571
436,2,1.0
563,97,0.16666666666666666
424,117,0.5
894,105,0.0
822,2,0.8333333333333334
265,63,0.7
283,26,0.8571428571428571
950,47,0.5769230769230769
3264,84,0.85
1028,95,1.0
1997,17,0.6
3287,56,0.75
1480,8,0.3333333333333333
244,110,0.3
3290,121,0.8333333333333334
1558,66,0.0
1602,95,1.0
241,77,0.7307692307692307
436,32,1.0
3303,79,0.7619047619047619
2054,8,0.3333333333333333
3294,47,1.0
737,86,0.5483870967741935
857,11,0.6666666666666666
877,105,0.0
3278,92,0.75
437,63,0.9
3310,15,1.0
2177,69,0.6111111111111112
978,110,0.0
2047,18,1.0
2969,47,0.3333333333333333
2374,34,1.0
55,5,0.6
3302,113,1.0
2022,86,1.0
436,78,0.8333333333333334
3290,7,1.0
906,50,1.0
3284,21,1.0
3261,92,0.75
1474,34,0.8
3293,15,1.0
3260,30,0.8125
2950,84,0.8
2014,63,0.75
883,34,0.8
3285,113,1.0
788,97,0.5384615384615384
393,56,0.7142857142857143
2002,91,0.375
3311,91,0.6842105263157895
3267,21,1.0
264,50,0.6666666666666666
3293,61,0.8333333333333334
2365,100,1.0
3276,15,1.0
145,31,0.8181818181818182
298,50,1.0
447,7,0.8
2568,55,0.75
2774,30,0.0
161,106,0.8823529411764706
935,117,0.3076923076923077
2345,51,0.0
561,19,0.3333333333333333
3273,37,1.0
285,103,0.0
1069,70,0.3684210526315789
2010,40,1.0
2349,34,1.0
1308,66,0.0
1336,119,0.8064516129032258
439,1,1.0
3304,81,0.6470588235294118
3259,15,1.0
3262,34,0.6923076923076923
147,61,0.9375
3311,40,0.8888888888888888
59,120,0.0
172,26,0.8333333333333334
3258,87,1.0
3270,58,0.8
55,51,0.875
139,25,0.5
135,32,0.9166666666666666
166,120,0.7368421052631579
268,19,0.6
160,38,1.0
2349,64,1.0
289,116,1.0
390,79,0.875
3323,38,0.6
860,108,1.0
3275,87,0.4166666666666667
931,112,0.9090909090909091
2040,61,0.8888888888888888
2365,32,1.0
2224,69,0.875
297,47,1.0
1515,34,0.25
410,30,1.0
269,108,1.0
104,38,0.7058823529411765
3246,11,1.0
2280,100,0.6666666666666666
3265,25,0.5454545454545454
2790,74,1.0
612,51,0.625
2047,40,0.6666666666666666
3304,30,0.45454545454545453
160,98,1.0
138,119,0.6896551724137931
843,97,0.0
2013,9,1.0
996,86,0.6428571428571429
3319,118,0.5
2429,41,0.0
728,112,1.0
1505,38,0.5
25,22,0.0
248,27,0.0
284,19,1.0
150,71,1.0
510,31,1.0
575,43,0.0
246,31,0.92
1514,32,0.375
689,84,0.6666666666666666
1894,34,0.8571428571428571
58,61,1.0
2795,34,0.8
163,7,1.0
1996,9,1.0
951,105,0.5
261,119,0.6363636363636364
2018,69,0.8888888888888888
3201,114,0.0
3302,118,0.5
134,92,0.75
566,79,0.0
1521,23,1.0
2946,43,0.6666666666666666
166,15,1.0
150,60,0.75
150,101,1.0
251,64,0.75
2101,9,1.0
24,31,1.0
138,88,0.5
146,7,1.0
163,37,1.0
851,105,0.8
1551,38,0.42857142857142855
2127,34,0.6666666666666666
340,97,0.75
1937,34,0.7368421052631579
2767,20,1.0
3317,41,1.0
717,0,1.0
149,15,1.0
1837,25,1.0
330,32,0.42857142857142855
964,112,1.0
1271,91,1.0
2048,17,0.375
137,43,1.0
268,120,0.6842105263157895
168,95,0.8
1064,70,0.8333333333333334
167,32,0.8
445,97,0.5
2386,77,0.0
2504,111,0.5
3200,99,1.0
146,37,1.0
254,15,1.0
3076,122,0.4
1261,23,0.5
263,9,1.0
3180,50,0.0
400,23,0.7333333333333333
1011,61,0.0
36,69,1.0
283,63,0.8333333333333334
2067,9,1.0
2118,100,0.6666666666666666
363,85,1.0
788,57,0.75
1367,86,0.0
1485,120,0.0
136,11,1.0
708,66,1.0
238,90,0.0
431,105,0.75
808,8,1.0
2074,30,0.3333333333333333
3304,13,1.0
3294,44,0.5
1011,91,0.0
686,8,1.0
817,2,1.0
3270,105,0.7142857142857143
408,105,0.09090909090909091
237,61,0.8333333333333334
2738,108,1.0
476,9,0.8333333333333334
1232,81,0.0
2,69,1.0
3271,58,0.0
418,43,0.6666666666666666
2289,11,1.0
241,87,0.1111111111111111
874,9,0.5161290322580645
1257,30,1.0
268,122,0.9285714285714286
2937,122,0.75
3312,108,1.0
1,7,1.0
1156,97,0.3333333333333333
674,66,1.0
2369,9,0.0
3301,65,1.0
427,95,0.875
2061,60,0.5384615384615384
512,95,0.6470588235294118
2152,32,1.0
3251,50,0.0
2593,105,0.0
2936,35,0.5
3300,3,1.0
3271,88,0.0
43,26,0.9565217391304348
2366,31,0.0
234,97,1.0
3218,109,0.14285714285714285
41,9,0.39285714285714285
394,47,0.6956521739130435
447,21,1.0
75,42,0.75
1478,91,0.3333333333333333
2483,3,0.0
997,42,1.0
3301,95,1.0
1694,105,1.0
1485,122,0.8
5,50,0.3333333333333333
646,35,0.53125
86,115,0.7777777777777778
905,32,1.0
1421,86,0.0
1697,113,1.0
133,30,0.7692307692307693
2693,77,0.0
3275,101,1.0
2034,57,1.0
3265,63,0.7142857142857143
3283,32,1.0
754,43,0.5
3283,20,0.7777777777777778
157,100,0.6
2332,31,0.0
1923,44,0.3333333333333333
2323,9,0.4444444444444444
3291,98,1.0
98,44,0.3409090909090909
443,11,1.0
2017,57,1.0
437,25,1.0
560,5,0.5714285714285714
2208,2,0.42857142857142855
93,50,0.3333333333333333
1218,62,1.0
958,47,0.725
446,19,1.0
328,56,0.3333333333333333
2008,93,1.0
385,95,0.875
49,108,0.75
1316,47,0.9375
202,120,0.3333333333333333
1647,30,0.75
178,58,0.75
2579,86,1.0
1136,15,0.05263157894736842
3263,55,1.0
2999,2,0.6666666666666666
2927,74,1.0
40,60,0.6
78,53,1.0
283,58,0.75
421,117,1.0
